RMM,C0/Si1,C/L,Si,Methyl,C,H,O,F,N,Cl,Br,Ben,C=C,H-,C=O,C-O,0,1
332.06,1,1,1,2,9,10,1,1,0,2,1,1,0,0,0,1,4.73368,-0.4532193
245.19,1,1,1,3,9,13,1,0,0,0,1,1,0,0,0,1,4.6555824,-0.038614154
287.27,1,1,1,5,12,19,1,0,0,0,1,1,0,0,0,1,5.9946003,0.19191813
279.63,1,1,1,2,9,12,1,0,0,1,1,1,0,0,0,1,4.578259,-0.25243628
271.22,1,1,1,2,11,15,1,0,0,0,1,1,1,0,0,1,5.0709066,0.0040705204
366.16,1,1,1,5,12,18,1,0,0,0,2,1,0,0,0,1,6.351773,-0.55520225
323.25,1,1,1,5,12,17,1,2,0,0,1,1,0,0,0,1,6.1981916,0.10588181
320.17,1,1,2,4,6,16,1,0,0,0,2,0,0,0,0,0,6.060187,0.50162745
468.48,1,1,4,8,10,28,3,0,0,0,2,0,0,0,0,0,7.6020923,1.7931808
440.42,1,1,4,8,8,24,3,0,0,0,2,0,0,0,0,0,7.0788517,1.9153161
315.43,1,1,3,7,8,23,2,0,0,0,1,0,0,0,0,0,6.529178,1.3600667
621.52,1,1,5,9,12,33,4,0,0,0,3,0,0,0,0,0,8.871984,2.3449147
361.53,1,1,4,7,8,25,3,0,0,0,1,0,0,2,0,0,6.9351854,1.9113071
334.36,0,0,2,6,10,20,1,0,3,0,1,1,0,0,0,1,4.4142904,-2.3081188
289.24,0,0,1,6,10,17,1,0,2,0,1,1,0,0,0,1,4.377142,-2.2128325
550.5,1,1,3,6,18,26,4,0,0,0,2,2,0,0,0,2,8.895563,-0.033559084
476.3,1,1,2,4,16,20,3,0,0,0,2,2,0,0,0,2,6.8484893,-0.5947076
303.27,1,1,1,3,12,19,2,0,0,0,1,1,0,0,0,2,4.57445,-0.3729068
402.15,1,1,1,2,14,14,2,0,0,0,2,2,0,0,0,2,6.286585,-0.7415407
444.2,1,1,1,2,17,20,2,0,0,0,2,2,0,0,0,2,6.5227995,-0.76051104
391.18,1,0,5,9,9,27,5,0,0,1,0,0,0,0,0,0,7.5514355,2.0343883
411.6,1,0,5,8,8,24,5,0,0,2,0,0,0,0,0,0,7.3823547,1.8692143
425.67,1,1,5,10,10,30,4,0,0,2,0,0,0,0,0,0,8.327678,2.724619
485.75,1,0,6,10,10,30,6,0,0,2,0,0,0,0,0,0,8.222124,2.3822887
446.1,1,1,5,9,9,27,4,0,0,3,0,0,0,0,0,0,8.089141,2.4766684
410.64,1,1,5,9,9,27,4,0,0,2,0,0,0,0,0,0,8.003441,2.4647148
529.84,1,0,7,10,10,30,7,0,0,2,0,0,0,0,0,0,8.328807,2.445197
351.52,1,1,4,8,8,24,3,0,0,2,0,0,0,0,0,0,7.3075886,1.9833101
277.36,1,1,3,6,6,18,2,0,0,2,0,0,0,0,0,0,6.397927,1.5276654
499.8,1,1,6,12,12,36,5,0,0,2,0,0,0,0,0,0,9.694677,3.4541082
331.1,1,1,4,9,9,27,3,0,0,1,0,0,0,0,0,0,7.3968067,2.299741
316.07,1,1,4,8,8,25,3,0,0,1,0,0,0,1,0,0,7.049135,2.300619
405.25,1,1,5,11,11,33,4,0,0,1,0,0,0,0,0,0,8.770241,3.2261562
479.41,1,1,6,13,13,39,5,0,0,1,0,0,0,0,0,0,9.410191,3.8962243
553.6,1,1,7,15,15,45,6,0,0,1,0,0,0,0,0,0,10.274383,4.437099
483.8,1,0,6,10,11,32,5,0,0,2,0,0,0,0,0,0,8.399948,2.5037534
540.7,1,1,6,10,10,30,5,0,0,4,0,0,0,0,0,0,8.82282,2.8261263
648.1,1,1,8,16,16,48,7,0,0,2,0,0,0,0,0,0,11.947201,4.4594293
574.0,1,1,7,14,14,42,6,0,0,2,0,0,0,0,0,0,10.856749,3.9306567
466.5,1,1,5,8,8,24,4,0,0,4,0,0,0,0,0,0,7.741501,2.1953566
485.75,1,0,6,10,10,30,6,0,0,2,0,0,0,0,0,0,8.222124,2.3822887
409.67,1,1,5,10,10,30,3,0,0,2,0,0,0,0,0,0,8.358122,2.7521026
411.64,1,1,5,9,9,28,4,0,0,2,0,0,0,1,0,0,8.140295,2.6017041
371.9,1,1,4,7,7,21,3,0,0,3,0,0,0,0,0,0,7.0465574,1.7413033
648.1,1,1,8,16,16,48,7,0,0,2,0,0,0,0,0,0,11.947201,4.4594293
464.1,1,1,5,8,9,26,4,1,0,3,0,0,0,0,0,0,8.161152,2.5678046
485.75,1,0,6,10,10,30,6,0,0,2,0,0,0,0,0,0,8.222124,2.3822887
614.8,1,1,7,12,12,36,6,0,0,4,0,0,0,0,0,0,10.238366,3.1974013
248.51,1,1,2,4,10,28,1,0,2,0,0,0,0,0,0,0,4.2699747,-4.6030455
353.75,1,1,4,9,12,35,3,0,1,0,0,0,0,0,0,0,7.010609,-0.17710197
322.67,1,1,3,6,12,34,2,0,2,0,0,0,0,0,0,0,5.1283345,-4.460913
279.6,1,1,3,7,10,29,2,0,1,0,0,0,0,0,0,0,6.105522,0.004297614
205.44,1,1,2,5,8,23,1,0,1,0,0,0,0,0,0,0,4.2033305,-0.7033907
276.57,1,1,2,4,12,32,1,0,2,0,0,0,0,0,0,0,4.932173,-4.966186
502.1,1,1,6,13,16,47,5,0,1,0,0,0,0,0,0,0,9.273553,0.80868495
427.9,1,1,5,11,14,41,4,0,1,0,0,0,0,0,0,0,8.103247,0.08728337
248.51,1,1,2,4,10,28,1,0,2,0,0,0,0,0,0,0,4.2699747,-4.6030455
220.46,1,1,2,4,8,24,1,0,2,0,0,0,0,0,0,0,3.6802397,-3.8793066
321.68,1,1,3,6,13,35,2,0,1,0,0,0,0,0,0,0,6.872124,-0.2576648
413.73,1,1,3,2,14,39,5,0,3,0,0,0,0,0,0,3,4.0126567,-8.488045
220.46,1,1,2,0,8,24,1,0,2,0,0,0,0,4,0,0,3.4371994,-4.2228475
266.56,1,1,3,2,8,26,2,0,2,0,0,0,0,4,0,0,3.6173086,-3.5460165
339.72,1,1,4,8,11,33,3,0,1,0,0,0,0,1,0,0,6.803815,-0.16443121
237.52,1,1,3,0,7,23,2,0,1,0,0,0,0,3,0,0,3.5671933,-1.4296668
411.83,1,1,4,5,14,41,3,0,3,0,0,0,0,2,0,0,5.3967605,-6.4810925
693.4,1,1,8,16,22,64,7,0,2,0,0,0,0,0,0,0,11.591775,-1.2307452
619.3,1,1,7,14,20,58,6,0,2,0,0,0,0,0,0,0,10.656223,-2.3308086
545.1,1,1,6,12,18,52,5,0,2,0,0,0,0,0,0,0,9.392106,-2.8725379
483.0,1,1,4,6,18,50,3,0,4,0,0,0,0,0,0,0,5.7105603,-8.498269
471.0,1,1,5,10,16,46,4,0,2,0,0,0,0,0,0,0,8.043356,-2.263893
439.9,1,1,4,7,16,45,3,0,3,0,0,0,0,0,0,0,5.9211025,-6.4519043
396.82,1,1,4,8,14,40,3,0,2,0,0,0,0,0,0,0,6.62537,-1.6354584
382.79,1,1,4,9,13,38,3,0,2,0,0,0,0,0,0,0,6.605288,-0.9205674
367.78,1,1,4,9,13,37,3,0,1,0,0,0,0,0,0,0,7.1890836,-0.15115964
365.73,1,1,3,5,14,39,2,0,3,0,0,0,0,0,0,0,5.184981,-6.5490646
351.66,1,0,3,3,12,33,3,0,3,0,0,0,0,0,0,0,4.687874,-7.9552503
351.66,1,0,3,0,12,33,3,0,3,0,0,0,0,3,0,0,4.483678,-8.1757145
368.77,1,1,4,6,12,36,3,0,2,0,0,0,0,0,0,0,5.2494235,-4.3130484
468.9,1,0,4,4,16,44,4,0,4,0,0,0,0,0,0,0,4.980536,-10.059133
703.3,1,0,6,6,24,66,6,0,6,0,0,0,0,0,0,0,5.6591153,-14.188607
412.78,1,0,4,4,12,36,4,0,4,0,0,0,0,0,0,0,4.484862,-9.343487
268.53,1,1,3,5,11,22,2,0,0,0,0,1,0,2,0,0,6.403213,0.6651921
372.71,1,1,4,6,14,30,4,0,0,0,0,1,0,2,0,1,6.820038,-0.33126462
298.6,1,1,3,7,13,26,2,0,0,0,0,1,0,0,0,0,6.904714,0.33127677
284.57,1,1,3,6,12,23,2,0,0,0,0,1,0,1,0,0,6.636189,0.50118756
314.6,1,1,3,7,13,26,3,0,0,0,0,1,0,0,0,1,6.3818135,-0.18324065
340.68,1,1,3,9,16,32,2,0,0,0,0,1,0,0,0,0,8.622176,0.9180082
330.67,1,1,4,6,12,23,3,0,0,0,0,1,0,3,0,0,6.848585,0.49332154
298.6,1,1,3,7,13,26,2,0,0,0,0,1,0,0,0,0,6.904714,0.33127677
438.8,1,1,4,6,18,30,5,0,0,0,0,2,0,2,0,0,6.834687,-2.6783674
594.9,1,0,3,0,36,30,3,0,0,0,0,6,0,0,0,0,10.835079,-1.8495469
286.51,1,1,2,4,16,22,1,0,0,0,0,2,0,0,0,0,6.8947635,-0.26088166
420.8,1,0,4,6,18,28,4,0,0,0,0,2,0,0,0,0,8.68849,0.35597456
332.6,1,1,3,4,16,24,2,0,0,0,0,2,0,2,0,0,7.2345815,-0.17950523
284.53,1,0,3,5,11,20,3,0,0,0,0,1,0,0,0,0,6.601064,0.7993705
482.8,1,0,4,5,23,30,4,0,0,0,0,3,0,0,0,0,9.63648,-0.3562771
302.51,1,1,2,4,16,22,2,0,0,0,0,2,0,0,0,1,6.357244,-0.7578038
360.7,1,1,3,6,18,28,2,0,0,0,0,2,0,0,0,0,8.5013685,0.40546668
346.6,1,0,3,4,16,22,3,0,0,0,0,2,0,0,0,0,7.887362,0.21246564
571.0,1,1,5,9,27,42,4,0,0,0,0,3,0,0,0,0,12.028622,0.38329375
376.7,1,1,4,7,13,28,5,0,0,0,0,1,0,2,0,0,5.2646194,-3.6277227
484.8,1,1,3,4,28,32,2,0,0,0,0,4,0,0,0,0,10.529257,-0.88972557
408.7,1,0,3,3,21,24,3,0,0,0,0,3,0,0,0,0,8.77034,-0.23535953
410.7,1,1,2,2,26,26,1,0,0,0,0,4,0,0,0,0,9.700944,-0.87554383
470.7,1,0,3,2,26,26,3,0,0,0,0,4,0,0,0,0,9.640885,-1.0368751
583.1,1,1,6,12,24,46,5,0,0,0,0,2,0,0,0,0,12.217977,1.2074704
527.0,1,1,6,8,20,38,5,0,0,0,0,2,0,4,0,0,10.395164,0.62825096
348.6,1,1,2,3,21,24,1,0,0,0,0,3,0,0,0,0,8.530517,-0.063944936
358.68,1,0,4,7,13,26,4,0,0,0,0,1,0,0,0,0,8.003616,0.6436361
544.9,1,0,4,4,28,32,4,0,0,0,0,4,0,0,0,0,10.336706,-0.97037965
344.66,1,0,4,6,12,24,4,0,0,0,0,1,0,1,0,0,7.4461193,0.63948584
494.9,1,0,5,8,20,34,5,0,0,0,0,2,0,0,0,0,9.718512,0.42840135
434.8,1,1,4,8,20,34,3,0,0,0,0,2,0,0,0,0,9.726908,0.80101204
583.1,1,1,6,12,24,46,5,0,0,0,0,2,0,0,0,0,12.217977,1.2074704
446.9,1,1,5,11,17,38,4,0,0,0,0,1,0,0,0,0,9.457228,2.138567
422.7,1,1,3,5,23,30,2,0,0,0,0,3,0,0,0,0,9.707677,-0.05537796
559.0,1,1,4,6,30,38,3,0,0,0,0,4,0,0,0,0,11.52421,-0.5251794
484.8,1,1,3,4,28,32,2,0,0,0,0,4,0,0,0,0,10.529257,-0.88972557
366.6,1,0,3,0,18,18,3,0,0,0,0,3,0,3,0,0,7.3967185,-2.6366465
450.7,1,0,3,0,24,30,0,0,0,0,0,3,0,0,0,0,10.202278,-0.0733881
546.9,1,1,3,3,33,34,2,0,0,0,0,4,0,0,0,0,11.140607,-0.9308903
346.6,1,0,3,4,16,22,3,0,0,0,0,2,0,0,0,0,7.887362,0.21246564
693.2,1,0,6,8,32,44,6,0,0,0,0,4,0,0,0,0,11.951706,-0.49525487
484.8,1,1,3,4,28,32,2,0,0,0,0,4,0,0,0,0,10.529257,-0.88972557
557.0,1,0,5,7,25,36,5,0,0,0,0,3,0,0,0,0,10.431368,-0.37072527
619.0,1,0,5,6,30,38,5,0,0,0,0,4,0,0,0,0,11.052525,-0.8258318
793.5,1,1,8,15,33,60,7,0,0,0,0,3,0,0,0,0,15.25664,2.0670683
372.71,1,0,4,7,14,28,4,0,0,0,0,1,0,0,0,0,8.227329,0.66180897
372.75,1,1,4,9,15,32,3,0,0,0,0,1,0,0,0,0,8.525191,0.92361045
224.45,1,1,2,5,11,20,1,0,0,0,0,1,0,0,0,0,6.136987,0.7304771
430.94,1,1,6,12,12,38,5,0,0,0,0,0,0,2,0,0,9.104924,4.1537414
523.14,1,1,8,12,12,42,7,0,0,0,0,0,0,6,0,0,9.621286,4.8529253
370.81,1,1,5,11,11,34,4,0,0,0,0,0,0,1,0,0,8.670063,3.636511
402.88,1,1,6,10,10,34,5,0,0,0,0,0,0,4,0,0,8.367217,3.9274933
416.87,1,0,6,10,10,32,6,0,0,0,0,0,0,2,0,0,7.619346,2.9701324
342.76,1,1,5,9,9,30,4,0,0,0,0,0,0,3,0,0,7.2989044,3.2336433
505.09,1,1,7,14,14,44,6,0,0,0,0,0,0,2,0,0,9.798122,4.805384
579.2,1,1,8,16,16,50,7,0,0,0,0,0,0,2,0,0,11.056638,5.474636
819.8,1,1,12,20,20,66,11,0,0,0,0,0,0,6,0,0,15.31561,7.372628
773.7,1,1,11,20,20,64,10,0,0,0,0,0,0,4,0,0,15.060285,7.125189
444.96,1,1,6,13,13,40,5,0,0,0,0,0,0,1,0,0,9.156413,4.189808
667.4,1,1,9,19,19,58,8,0,0,0,0,0,0,1,0,0,12.769581,5.9360976
727.6,1,1,10,20,20,62,9,0,0,0,0,0,0,2,0,0,14.405843,6.6614637
565.2,1,1,8,15,15,48,7,0,0,0,0,0,0,3,0,0,10.923426,5.4496703
861.8,1,1,12,23,23,72,11,0,0,0,0,0,0,3,0,0,16.665466,7.9905376
671.4,1,1,10,16,16,54,9,0,0,0,0,0,0,6,0,0,12.347222,6.168853
416.91,1,1,6,11,11,36,5,0,0,0,0,0,0,3,0,0,8.899527,4.053058
597.3,1,1,9,14,14,48,8,0,0,0,0,0,0,6,0,0,10.8141775,5.599314
657.4,1,1,10,15,15,52,9,0,0,0,0,0,0,7,0,0,11.457516,5.9552846
519.1,1,1,7,15,15,46,6,0,0,0,0,0,0,1,0,0,9.63654,4.7185593
583.26,1,1,9,13,13,46,8,0,0,0,0,0,0,7,0,0,10.1054945,5.242879
875.9,1,1,12,24,24,74,11,0,0,0,0,0,0,2,0,0,16.842516,8.058322
509.07,1,0,8,10,10,36,8,0,0,0,0,0,0,6,0,0,7.517333,3.2730055
433.06,1,1,8,8,9,36,4,0,0,0,0,0,0,12,0,0,9.43489,5.269973
601.27,1,0,10,10,10,40,10,0,0,0,0,0,0,10,0,0,7.6760483,3.716203
462.97,1,0,7,10,10,34,7,0,0,0,0,0,0,4,0,0,7.438167,3.064732
801.7,1,1,11,22,22,68,10,0,0,0,0,0,0,2,0,0,15.667834,7.3470397
541.14,1,0,9,9,9,36,9,0,0,0,0,0,0,9,0,0,7.007269,3.4108818
653.4,1,1,9,18,18,56,8,0,0,0,0,0,0,2,0,0,12.9266815,5.9957213
388.86,1,1,6,9,9,32,5,0,0,0,0,0,0,5,0,0,7.7501764,3.7297876
661.4,1,0,11,11,11,44,11,0,0,0,0,0,0,11,0,0,8.075942,3.9985147
481.02,1,0,8,8,8,32,8,0,0,0,0,0,0,8,0,0,6.244468,3.0038066
491.02,1,0,7,12,12,38,7,0,0,0,0,0,0,2,0,0,8.670799,3.4539993
537.12,1,0,8,12,12,40,8,0,0,0,0,0,0,4,0,0,8.499757,3.5421205
481.02,1,0,8,8,8,32,8,0,0,0,0,0,0,8,0,0,6.244468,3.0038066
442.99,1,1,6,13,14,42,4,0,0,0,0,0,0,1,0,0,9.531304,4.4478617
541.14,1,0,9,9,9,36,9,0,0,0,0,0,0,9,0,0,7.007269,3.4108818
430.89,1,0,6,11,11,34,6,0,0,0,0,0,0,1,0,0,8.385098,3.1811738
721.5,1,0,12,12,12,48,12,0,0,0,0,0,0,12,0,0,8.426347,4.2675743
477.04,1,1,7,12,12,40,6,0,0,0,0,0,0,4,0,0,9.459954,4.588969
551.2,1,1,8,14,14,46,7,0,0,0,0,0,0,4,0,0,10.531457,5.3328834
463.01,1,1,7,11,11,38,6,0,0,0,0,0,0,5,0,0,9.092585,4.4194536
434.96,1,1,7,9,9,34,6,0,0,0,0,0,0,7,0,0,7.9144588,3.991734
663.6,1,1,10,20,20,62,5,0,0,0,0,0,0,2,0,0,14.873124,6.788057
491.06,1,1,7,13,13,42,6,0,0,0,0,0,0,3,0,0,9.754592,4.764813
296.66,1,1,4,9,9,28,3,0,0,0,0,0,0,1,0,0,6.8806877,2.7465684
208.48,1,1,3,6,6,20,2,0,0,0,0,0,0,2,0,0,5.504545,2.317953
222.5,1,1,3,7,7,22,2,0,0,0,0,0,0,1,0,0,6.0095296,2.3634183
148.35,1,1,2,5,5,16,1,0,0,0,0,0,0,1,0,0,4.974989,1.9144417
254.58,1,1,4,6,6,22,3,0,0,0,0,0,0,4,0,0,5.5229654,2.555942
194.45,1,1,3,5,5,18,2,0,0,0,0,0,0,3,0,0,5.1176815,2.2757745
226.52,1,1,4,4,4,18,3,0,0,0,0,0,0,6,0,0,4.9287586,2.5700307
180.42,1,1,3,4,4,16,2,0,0,0,0,0,0,4,0,0,4.8316193,2.261566
406.9,1,1,7,7,7,30,6,0,0,0,0,0,0,9,0,0,6.502235,3.5209222
300.68,1,1,5,6,6,24,4,0,0,0,0,0,0,6,0,0,5.594608,2.78543
272.62,1,1,5,4,4,20,4,0,0,0,0,0,0,8,0,0,5.018708,2.8165634
314.7,1,1,5,7,7,26,4,0,0,0,0,0,0,5,0,0,6.1009903,2.9213662
212.5,1,1,4,3,3,16,3,0,0,0,0,0,0,7,0,0,4.6365027,2.597382
240.55,1,1,4,5,5,20,3,0,0,0,0,0,0,5,0,0,5.2221136,2.5440454
272.62,1,1,5,4,4,20,4,0,0,0,0,0,0,8,0,0,5.018708,2.8165634
378.81,1,0,7,4,4,22,7,0,0,0,0,0,0,10,0,0,5.0809517,2.7357824
374.79,1,0,6,7,7,26,6,0,0,0,0,0,0,5,0,0,5.939959,2.5878603
360.76,1,0,6,6,6,24,6,0,0,0,0,0,0,6,0,0,5.656096,2.5562139
346.73,1,0,6,5,5,22,6,0,0,0,0,0,0,7,0,0,5.340608,2.5467331
420.89,1,0,7,7,7,28,7,0,0,0,0,0,0,7,0,0,5.876025,2.7413757
268.56,1,0,4,6,6,20,4,0,0,0,0,0,0,2,0,0,5.5732846,2.1570742
282.59,1,0,4,7,7,22,4,0,0,0,0,0,0,1,0,0,5.912553,2.0905573
240.51,1,0,4,4,4,16,4,0,0,0,0,0,0,4,0,0,5.0131173,2.2007282
254.53,1,0,4,5,5,18,4,0,0,0,0,0,0,3,0,0,5.280458,2.1895611
268.56,1,0,4,6,6,20,4,0,0,0,0,0,0,2,0,0,5.5732846,2.1570742
342.71,1,0,5,8,8,26,5,0,0,0,0,0,0,2,0,0,6.3303866,2.4906106
328.69,1,0,5,7,7,24,5,0,0,0,0,0,0,3,0,0,5.9467034,2.4154158
356.74,1,0,5,9,9,28,5,0,0,0,0,0,0,1,0,0,6.7121463,2.5200558
300.63,1,0,5,5,5,20,5,0,0,0,0,0,0,5,0,0,5.3153563,2.3390067
314.66,1,0,5,6,6,22,5,0,0,0,0,0,0,4,0,0,5.612856,2.3607075
286.61,1,0,5,6,4,18,5,0,0,0,0,0,0,4,0,0,5.2558684,2.3241866
430.94,1,1,6,12,12,38,5,0,0,0,0,0,0,2,0,0,9.104924,4.1537414
174.39,1,1,2,5,7,18,1,0,0,0,0,0,1,0,0,0,5.5885806,1.8900443
200.42,1,1,2,4,9,20,1,0,0,0,0,0,2,0,0,0,6.1476765,1.6647388
258.49,1,0,3,3,9,18,3,0,0,0,0,0,3,0,0,0,6.492543,1.433654
346.72,1,1,4,7,13,30,3,0,0,0,0,0,3,0,0,0,8.430019,2.8059025
322.69,1,1,4,9,11,30,3,0,0,0,0,0,1,0,0,0,8.025021,2.8449197
248.54,1,1,3,7,9,24,2,0,0,0,0,0,1,0,0,0,6.664604,2.233721
260.55,1,1,3,6,10,24,2,0,0,0,0,0,2,0,0,0,7.070247,2.0690227
272.56,1,1,3,5,11,24,2,0,0,0,0,0,3,0,0,0,7.271321,2.0404625
234.47,1,0,3,5,7,18,3,0,0,0,0,0,1,0,0,0,5.8484826,1.8147458
334.7,1,1,4,8,12,30,3,0,0,0,0,0,2,0,0,0,8.300462,2.8624415
186.4,1,1,2,4,8,18,1,0,0,0,0,0,2,0,0,0,5.807782,1.6985346
210.42,1,1,2,2,10,18,1,0,0,0,0,0,4,0,0,0,6.448284,1.4229394
358.73,1,1,4,6,14,30,3,0,0,0,0,0,4,0,0,0,8.560836,2.6314855
296.58,1,1,3,3,13,24,2,0,0,0,0,0,5,0,0,0,7.7069316,2.0345473
308.59,1,1,3,2,14,24,2,0,0,0,0,0,6,0,0,0,8.007078,2.1234107
262.57,1,1,3,7,10,26,2,0,0,0,0,0,1,0,0,0,6.8351517,2.1479619
270.5,1,0,3,2,10,18,3,0,0,0,0,0,4,0,0,0,6.6479144,1.427383
282.51,1,0,3,1,11,18,3,0,0,0,0,0,5,0,0,0,6.8186064,1.459008
318.63,1,0,3,5,13,30,3,0,0,0,0,0,1,0,0,0,8.16553,1.748615
318.63,1,0,3,6,13,30,3,0,0,0,0,0,1,0,0,0,8.126323,1.802531
290.58,1,0,3,6,11,26,3,0,0,0,0,0,1,0,0,0,7.0332203,1.7798109
290.58,1,0,3,5,11,26,3,0,0,0,0,0,1,0,0,0,7.059852,1.7125161
304.6,1,0,3,5,12,28,3,0,0,0,0,0,1,0,0,0,7.6018615,1.7234309
302.59,1,0,3,4,12,26,3,0,0,0,0,0,2,0,0,0,7.718486,1.8947167
302.59,1,0,3,6,12,26,3,0,0,0,0,0,2,0,0,0,7.7258625,2.0156772
330.64,1,0,3,6,14,30,3,0,0,0,0,0,2,0,0,0,8.400336,2.1602304
330.64,1,0,3,4,14,30,3,0,0,0,0,0,2,0,0,0,8.43047,2.0888388
262.52,1,0,3,6,9,22,3,0,0,0,0,0,1,0,0,0,6.364384,1.7596997
262.52,1,0,3,5,9,22,3,0,0,0,0,0,1,0,0,0,6.299994,1.6760148
316.61,1,0,3,6,13,28,3,0,0,0,0,0,2,0,0,0,8.058046,2.1110868
316.61,1,0,3,4,13,28,3,0,0,0,0,0,2,0,0,0,8.09762,1.9994338
288.6,1,1,3,7,12,28,2,0,0,0,0,0,2,0,0,0,7.7416735,2.3783262
284.57,1,1,3,4,12,24,2,0,0,0,0,0,4,0,0,0,7.482424,2.0362659
342.65,1,0,3,3,15,30,3,0,0,0,0,0,3,0,0,0,8.59583,2.1175296
342.65,1,0,3,6,15,30,3,0,0,0,0,0,3,0,0,0,8.567259,2.2438617
273.53,1,0,3,4,10,21,3,0,0,0,0,0,2,0,0,0,6.7788453,1.6183759
296.58,1,1,3,3,13,24,2,0,0,0,0,0,5,0,0,0,7.7069316,2.0345473
260.51,1,0,3,4,9,20,3,0,0,0,0,0,2,0,0,0,6.5391893,1.5538598
344.66,1,0,4,4,12,24,4,0,0,0,0,0,4,0,0,0,7.6938887,2.002917
320.63,1,0,4,6,10,24,4,0,0,0,0,0,2,0,0,0,7.1824093,1.9058443
308.62,1,0,4,7,9,24,4,0,0,0,0,0,1,0,0,0,6.78774,1.8550308
392.7,1,0,4,0,16,24,4,0,0,0,0,0,8,0,0,0,8.638702,2.010252
368.68,1,0,4,2,14,24,4,0,0,0,0,0,6,0,0,0,8.077757,2.039767
356.67,1,0,4,3,13,24,4,0,0,0,0,0,5,0,0,0,7.8816223,2.021798
330.63,1,0,4,3,11,22,4,0,0,0,0,0,4,0,0,0,7.277446,1.8049128
380.69,1,0,4,1,15,24,4,0,0,0,0,0,7,0,0,0,8.345945,2.0727797
332.65,1,0,4,5,11,24,4,0,0,0,0,0,3,0,0,0,7.470536,1.9711525
406.8,1,0,4,7,16,38,4,0,0,0,0,0,1,0,0,0,9.4825115,2.9995954
322.65,1,0,4,7,10,26,4,0,0,0,0,0,1,0,0,0,7.0608854,1.878332
360.7,1,0,4,5,13,28,4,0,0,0,0,0,3,0,0,0,8.069327,2.195961
400.76,1,0,4,4,16,32,4,0,0,0,0,0,4,0,0,0,8.984224,2.3145933
320.63,1,0,4,6,10,24,4,0,0,0,0,0,2,0,0,0,7.1824093,1.9058443
346.67,1,0,4,5,12,26,4,0,0,0,0,0,3,0,0,0,7.818403,2.1016276
404.79,1,0,4,6,16,36,4,0,0,0,0,0,2,0,0,0,9.494331,2.8527927
430.82,1,0,5,5,15,30,5,0,0,0,0,0,5,0,0,0,8.575277,2.3162599
390.76,1,0,5,4,12,26,5,0,0,0,0,0,4,2,0,0,7.7484493,2.1360672
478.9,1,0,5,1,19,30,5,0,0,0,0,0,9,0,0,0,9.974609,2.1273859
466.9,1,0,5,2,18,30,5,0,0,0,0,0,8,0,0,0,9.676141,2.1412706
350.69,1,0,5,3,9,22,5,0,0,0,0,0,3,4,0,0,6.2761164,1.9338984
501.0,1,0,5,5,20,40,5,0,0,0,0,0,5,0,0,0,10.918528,2.8349276
382.78,1,0,5,9,11,30,5,0,0,0,0,0,1,0,0,0,8.117169,2.6383038
394.79,1,0,5,8,12,30,5,0,0,0,0,0,2,0,0,0,8.158579,2.527897
490.9,1,0,5,0,20,30,5,0,0,0,0,0,10,0,0,0,10.262271,2.0996304
322.69,1,1,4,9,11,30,3,0,0,0,0,0,1,0,0,0,8.025021,2.8449197
420.87,1,1,5,9,15,36,4,0,0,0,0,0,3,0,0,0,9.38466,3.5401876
248.54,1,1,3,7,9,24,2,0,0,0,0,0,1,0,0,0,6.664604,2.233721
468.53,1,0,3,3,12,21,3,9,0,0,0,0,0,0,0,0,8.773838,4.663068
564.58,1,0,3,3,15,24,3,12,0,0,0,0,0,0,0,0,10.392299,5.8271375
440.48,1,0,3,1,10,17,3,9,0,0,0,0,0,2,0,0,7.9861784,4.4026666
318.51,1,0,3,4,9,21,3,3,0,0,0,0,0,0,0,0,6.6004486,2.5600798
834.44,1,0,3,3,15,9,3,27,0,0,0,0,0,0,0,0,12.741859,9.950814
510.61,1,0,3,0,15,27,3,9,0,0,0,0,0,0,0,0,10.206723,5.0931745
468.53,1,0,3,0,12,21,3,9,0,0,0,0,0,3,0,0,8.5387745,4.6903763
388.48,1,0,3,3,9,18,4,6,0,0,0,0,0,1,0,0,6.911674,3.2661338
426.45,1,0,3,3,9,15,3,9,0,0,0,0,0,3,0,0,7.88393,4.521095
714.6,1,0,3,0,18,24,3,18,0,0,0,0,0,0,0,0,12.65031,7.8129325
304.48,1,0,3,5,8,19,3,3,0,0,0,0,0,0,0,0,6.457854,2.5535746
400.58,1,1,3,6,12,26,2,6,0,0,0,0,0,0,0,0,8.713852,4.454903
386.51,1,0,3,4,10,20,3,6,0,0,0,0,0,0,0,0,7.8233795,3.7623641
414.56,1,0,3,3,12,24,3,6,0,0,0,0,0,0,0,0,8.400169,3.947213
360.59,1,0,3,3,12,27,3,3,0,0,0,0,0,0,0,0,7.9278407,3.2130404
454.51,1,0,3,5,11,19,3,9,0,0,0,0,0,0,0,0,8.559917,4.658635
918.6,1,0,3,3,21,21,3,27,0,0,0,0,0,0,0,0,14.804832,10.455858
318.51,1,0,3,5,9,21,3,3,0,0,0,0,0,0,0,0,6.678828,2.6614387
541.72,1,1,4,6,15,30,3,9,0,0,0,0,0,0,0,0,10.25277,5.78932
444.66,1,1,4,6,12,26,3,6,0,0,0,0,0,0,0,0,9.005671,4.6887417
318.55,1,1,3,7,10,25,2,3,0,0,0,0,0,0,0,0,7.436486,3.3030303
