RMM,C0/Si1,C/L,Si,Methyl,C,H,O,F,N,Cl,Br,Ben,C=C,H-,C=O,C-O,0,1,0,1,2
402.88,1,1,6,10,10,34,5,0,0,0,0,0,0,4,0,0,8.367217,3.9274933,0.037984304,3.506125,0.16114827
416.87,1,0,6,10,10,32,6,0,0,0,0,0,0,2,0,0,7.619346,2.9701324,0.35856977,3.2807472,0.18756025
342.76,1,1,5,9,9,30,4,0,0,0,0,0,0,3,0,0,7.2989044,3.2336433,-0.07284447,3.1583357,0.89157486
505.09,1,1,7,14,14,44,6,0,0,0,0,0,0,2,0,0,9.798122,4.805384,0.04879589,1.9483222,0.8608646
579.2,1,1,8,16,16,50,7,0,0,0,0,0,0,2,0,0,11.056638,5.474636,-0.029769884,0.88693327,-1.1742026
819.8,1,1,12,20,20,66,11,0,0,0,0,0,0,6,0,0,15.31561,7.372628,-0.2673844,1.0745125,-0.48883545
773.7,1,1,11,20,20,64,10,0,0,0,0,0,0,4,0,0,15.060285,7.125189,-0.10519044,-0.41566753,-1.5544593
444.96,1,1,6,13,13,40,5,0,0,0,0,0,0,1,0,0,9.156413,4.189808,0.44215357,2.928964,0.53439355
667.4,1,1,9,19,19,58,8,0,0,0,0,0,0,1,0,0,12.769581,5.9360976,0.35785288,0.5091875,-0.9725904
727.6,1,1,10,20,20,62,9,0,0,0,0,0,0,2,0,0,14.405843,6.6614637,-0.2575568,0.16834374,-1.397143
565.2,1,1,8,15,15,48,7,0,0,0,0,0,0,3,0,0,10.923426,5.4496703,-0.2255324,1.2047356,-1.0151087
861.8,1,1,12,23,23,72,11,0,0,0,0,0,0,3,0,0,16.665466,7.9905376,0.17674679,-0.1239638,-0.33379185
671.4,1,1,10,16,16,54,9,0,0,0,0,0,0,6,0,0,12.347222,6.168853,-0.5795882,0.29951808,-1.5604615
416.91,1,1,6,11,11,36,5,0,0,0,0,0,0,3,0,0,8.899527,4.053058,0.10357251,2.545785,0.8977893
597.3,1,1,9,14,14,48,8,0,0,0,0,0,0,6,0,0,10.8141775,5.599314,-0.734227,-0.47950622,0.4436441
657.4,1,1,10,15,15,52,9,0,0,0,0,0,0,7,0,0,11.457516,5.9552846,-0.3257392,0.30387515,-0.2534326
519.1,1,1,7,15,15,46,6,0,0,0,0,0,0,1,0,0,9.63654,4.7185593,0.14029147,2.0062325,0.75776994
583.26,1,1,9,13,13,46,8,0,0,0,0,0,0,7,0,0,10.1054945,5.242879,-0.71049803,1.675193,-0.09359024
875.9,1,1,12,24,24,74,11,0,0,0,0,0,0,2,0,0,16.842516,8.058322,-0.011846506,0.6877231,3.2142746
509.07,1,0,8,10,10,36,8,0,0,0,0,0,0,6,0,0,7.517333,3.2730055,-0.00456408,3.0389473,1.1106505
433.06,1,1,8,8,9,36,4,0,0,0,0,0,0,12,0,0,9.43489,5.269973,-0.6059223,2.9857173,0.3985628
601.27,1,0,10,10,10,40,10,0,0,0,0,0,0,10,0,0,7.6760483,3.716203,-0.6082921,2.8495762,-0.10219288
462.97,1,0,7,10,10,34,7,0,0,0,0,0,0,4,0,0,7.438167,3.064732,-0.26535964,3.4018567,0.7208998
801.7,1,1,11,22,22,68,10,0,0,0,0,0,0,2,0,0,15.667834,7.3470397,0.038625665,0.2642798,2.5042763
541.14,1,0,9,9,9,36,9,0,0,0,0,0,0,9,0,0,7.007269,3.4108818,-0.51564735,3.2846859,-0.77178854
653.4,1,1,9,18,18,56,8,0,0,0,0,0,0,2,0,0,12.9266815,5.9957213,0.0700835,0.56609416,1.1500977
388.86,1,1,6,9,9,32,5,0,0,0,0,0,0,5,0,0,7.7501764,3.7297876,-0.08614269,2.9610627,0.1260945
661.4,1,0,11,11,11,44,11,0,0,0,0,0,0,11,0,0,8.075942,3.9985147,-0.7290301,2.7855637,0.8704904
481.02,1,0,8,8,8,32,8,0,0,0,0,0,0,8,0,0,6.244468,3.0038066,-0.42554885,3.3253815,0.6814289
491.02,1,0,7,12,12,38,7,0,0,0,0,0,0,2,0,0,8.670799,3.4539993,0.16515148,2.581659,1.0154119
537.12,1,0,8,12,12,40,8,0,0,0,0,0,0,4,0,0,8.499757,3.5421205,-0.17023163,3.3421295,0.048119426
481.02,1,0,8,8,8,32,8,0,0,0,0,0,0,8,0,0,6.244468,3.0038066,-0.56149906,3.238104,0.32356313
442.99,1,1,6,13,14,42,4,0,0,0,0,0,0,1,0,0,9.531304,4.4478617,0.91225463,2.148685,0.8960091
541.14,1,0,9,9,9,36,9,0,0,0,0,0,0,9,0,0,7.007269,3.4108818,-0.39425945,3.272492,-0.52580583
430.89,1,0,6,11,11,34,6,0,0,0,0,0,0,1,0,0,8.385098,3.1811738,0.41401303,3.2346117,1.1581548
721.5,1,0,12,12,12,48,12,0,0,0,0,0,0,12,0,0,8.426347,4.2675743,-1.1354297,1.8020183,12.787859
477.04,1,1,7,12,12,40,6,0,0,0,0,0,0,4,0,0,9.459954,4.588969,-0.06926204,2.1110458,0.038534906
551.2,1,1,8,14,14,46,7,0,0,0,0,0,0,4,0,0,10.531457,5.3328834,-0.022944663,1.2581584,0.6863984
463.01,1,1,7,11,11,38,6,0,0,0,0,0,0,5,0,0,9.092585,4.4194536,-0.2759969,1.8121599,1.468691
434.96,1,1,7,9,9,34,6,0,0,0,0,0,0,7,0,0,7.9144588,3.991734,-0.26006213,2.8450613,1.4087299
663.6,1,1,10,20,20,62,5,0,0,0,0,0,0,2,0,0,14.873124,6.788057,0.89524335,0.26717708,1.386898
491.06,1,1,7,13,13,42,6,0,0,0,0,0,0,3,0,0,9.754592,4.764813,-0.14991221,1.7056576,0.03229411
296.66,1,1,4,9,9,28,3,0,0,0,0,0,0,1,0,0,6.8806877,2.7465684,0.5018636,3.5165906,0.42059055
208.48,1,1,3,6,6,20,2,0,0,0,0,0,0,2,0,0,5.504545,2.317953,0.19108018,3.3182158,0.7150737
222.5,1,1,3,7,7,22,2,0,0,0,0,0,0,1,0,0,6.0095296,2.3634183,0.3278394,3.4040816,0.5316032
148.35,1,1,2,5,5,16,1,0,0,0,0,0,0,1,0,0,4.974989,1.9144417,0.052000284,3.2626233,1.1363705
254.58,1,1,4,6,6,22,3,0,0,0,0,0,0,4,0,0,5.5229654,2.555942,-0.23413713,3.0950944,0.4695533
194.45,1,1,3,5,5,18,2,0,0,0,0,0,0,3,0,0,5.1176815,2.2757745,-0.16884366,3.3950732,2.3146164
226.52,1,1,4,4,4,18,3,0,0,0,0,0,0,6,0,0,4.9287586,2.5700307,-0.50122976,3.2449145,0.69562626
180.42,1,1,3,4,4,16,2,0,0,0,0,0,0,4,0,0,4.8316193,2.261566,-0.18921979,3.1405976,0.95665956
406.9,1,1,7,7,7,30,6,0,0,0,0,0,0,9,0,0,6.502235,3.5209222,-0.42464814,2.6853952,0.9910199
300.68,1,1,5,6,6,24,4,0,0,0,0,0,0,6,0,0,5.594608,2.78543,-0.4202511,3.1732688,1.6340802
272.62,1,1,5,4,4,20,4,0,0,0,0,0,0,8,0,0,5.018708,2.8165634,-0.35278857,2.666262,0.15247855
314.7,1,1,5,7,7,26,4,0,0,0,0,0,0,5,0,0,6.1009903,2.9213662,-0.25274098,3.3466318,0.21645817
212.5,1,1,4,3,3,16,3,0,0,0,0,0,0,7,0,0,4.6365027,2.597382,-0.19817829,2.8014293,1.8158193
240.55,1,1,4,5,5,20,3,0,0,0,0,0,0,5,0,0,5.2221136,2.5440454,-0.15201072,2.913657,0.38527763
272.62,1,1,5,4,4,20,4,0,0,0,0,0,0,8,0,0,5.018708,2.8165634,-0.37209097,3.0334842,0.8087958
378.81,1,0,7,4,4,22,7,0,0,0,0,0,0,10,0,0,5.0809517,2.7357824,-0.6428597,2.969026,-1.0045749
374.79,1,0,6,7,7,26,6,0,0,0,0,0,0,5,0,0,5.939959,2.5878603,-0.40061244,3.195216,-0.12724769
360.76,1,0,6,6,6,24,6,0,0,0,0,0,0,6,0,0,5.656096,2.5562139,-0.2232387,2.948516,0.85965323
346.73,1,0,6,5,5,22,6,0,0,0,0,0,0,7,0,0,5.340608,2.5467331,-0.32378966,2.739956,2.2030294
420.89,1,0,7,7,7,28,7,0,0,0,0,0,0,7,0,0,5.876025,2.7413757,-0.23619299,3.152931,0.23162675
268.56,1,0,4,6,6,20,4,0,0,0,0,0,0,2,0,0,5.5732846,2.1570742,0.21200323,3.1607573,0.7249988
282.59,1,0,4,7,7,22,4,0,0,0,0,0,0,1,0,0,5.912553,2.0905573,0.1128181,3.8770444,0.3281836
240.51,1,0,4,4,4,16,4,0,0,0,0,0,0,4,0,0,5.0131173,2.2007282,-0.36957872,3.240151,-0.33559263
254.53,1,0,4,5,5,18,4,0,0,0,0,0,0,3,0,0,5.280458,2.1895611,-0.09260319,3.0004923,0.56015337
268.56,1,0,4,6,6,20,4,0,0,0,0,0,0,2,0,0,5.5732846,2.1570742,0.23449445,3.3912034,1.1927288
342.71,1,0,5,8,8,26,5,0,0,0,0,0,0,2,0,0,6.3303866,2.4906106,0.17275096,3.9678144,0.10926229
328.69,1,0,5,7,7,24,5,0,0,0,0,0,0,3,0,0,5.9467034,2.4154158,-0.18794762,3.4363568,1.343015
356.74,1,0,5,9,9,28,5,0,0,0,0,0,0,1,0,0,6.7121463,2.5200558,0.3977372,3.7319136,-0.02507659
300.63,1,0,5,5,5,20,5,0,0,0,0,0,0,5,0,0,5.3153563,2.3390067,-0.46090072,3.4229076,0.05381111
314.66,1,0,5,6,6,22,5,0,0,0,0,0,0,4,0,0,5.612856,2.3607075,-0.2172567,3.5825403,0.562257
286.61,1,0,5,6,4,18,5,0,0,0,0,0,0,4,0,0,5.2558684,2.3241866,-0.32890004,3.7530026,1.1185825
430.94,1,1,6,12,12,38,5,0,0,0,0,0,0,2,0,0,9.104924,4.1537414,0.081254356,2.128967,-0.18042418
174.39,1,1,2,5,7,18,1,0,0,0,0,0,1,0,0,0,5.5885806,1.8900443,0.9541622,3.7664154,0.50731015
200.42,1,1,2,4,9,20,1,0,0,0,0,0,2,0,0,0,6.1476765,1.6647388,0.69544476,3.724917,0.4953044
258.49,1,0,3,3,9,18,3,0,0,0,0,0,3,0,0,0,6.492543,1.433654,0.25224352,3.611716,0.27695143
346.72,1,1,4,7,13,30,3,0,0,0,0,0,3,0,0,0,8.430019,2.8059025,0.48188984,2.874702,0.39902171
322.69,1,1,4,9,11,30,3,0,0,0,0,0,1,0,0,0,8.025021,2.8449197,0.94769675,3.4329693,-0.23623663
248.54,1,1,3,7,9,24,2,0,0,0,0,0,1,0,0,0,6.664604,2.233721,1.0887614,3.5839152,0.27457854
260.55,1,1,3,6,10,24,2,0,0,0,0,0,2,0,0,0,7.070247,2.0690227,0.69596124,3.4231718,1.0302445
272.56,1,1,3,5,11,24,2,0,0,0,0,0,3,0,0,0,7.271321,2.0404625,0.5664753,3.301705,0.22833811
234.47,1,0,3,5,7,18,3,0,0,0,0,0,1,0,0,0,5.8484826,1.8147458,1.0522982,3.7271302,0.31418326
334.7,1,1,4,8,12,30,3,0,0,0,0,0,2,0,0,0,8.300462,2.8624415,0.97677743,3.3753407,0.5465347
186.4,1,1,2,4,8,18,1,0,0,0,0,0,2,0,0,0,5.807782,1.6985346,0.40820208,3.6533449,-0.3387806
210.42,1,1,2,2,10,18,1,0,0,0,0,0,4,0,0,0,6.448284,1.4229394,0.3130104,3.481326,0.45480925
358.73,1,1,4,6,14,30,3,0,0,0,0,0,4,0,0,0,8.560836,2.6314855,0.36459532,2.3572693,0.42233232
296.58,1,1,3,3,13,24,2,0,0,0,0,0,5,0,0,0,7.7069316,2.0345473,-0.008079926,3.63101,-0.0486836
308.59,1,1,3,2,14,24,2,0,0,0,0,0,6,0,0,0,8.007078,2.1234107,0.16489123,2.5991669,0.12919173
262.57,1,1,3,7,10,26,2,0,0,0,0,0,1,0,0,0,6.8351517,2.1479619,0.9575129,3.6442528,0.008629574
270.5,1,0,3,2,10,18,3,0,0,0,0,0,4,0,0,0,6.6479144,1.427383,0.33889776,3.5900636,-0.08320409
282.51,1,0,3,1,11,18,3,0,0,0,0,0,5,0,0,0,6.8186064,1.459008,-0.013827196,3.5798714,-0.20562203
318.63,1,0,3,5,13,30,3,0,0,0,0,0,1,0,0,0,8.16553,1.748615,0.8249068,2.5784304,0.854872
318.63,1,0,3,6,13,30,3,0,0,0,0,0,1,0,0,0,8.126323,1.802531,0.8353752,2.4580574,0.4774965
290.58,1,0,3,6,11,26,3,0,0,0,0,0,1,0,0,0,7.0332203,1.7798109,0.8076784,3.2126725,0.8378273
290.58,1,0,3,5,11,26,3,0,0,0,0,0,1,0,0,0,7.059852,1.7125161,0.7243639,2.927806,0.14292508
304.6,1,0,3,5,12,28,3,0,0,0,0,0,1,0,0,0,7.6018615,1.7234309,0.6906311,2.904012,1.0824405
302.59,1,0,3,4,12,26,3,0,0,0,0,0,2,0,0,0,7.718486,1.8947167,0.7738252,3.0077658,0.5409124
302.59,1,0,3,6,12,26,3,0,0,0,0,0,2,0,0,0,7.7258625,2.0156772,0.88119996,2.989033,0.6842649
330.64,1,0,3,6,14,30,3,0,0,0,0,0,2,0,0,0,8.400336,2.1602304,0.7002459,2.6119542,0.58180666
330.64,1,0,3,4,14,30,3,0,0,0,0,0,2,0,0,0,8.43047,2.0888388,0.6817029,2.6250143,0.5761207
262.52,1,0,3,6,9,22,3,0,0,0,0,0,1,0,0,0,6.364384,1.7596997,1.2706453,3.5765207,0.038382914
262.52,1,0,3,5,9,22,3,0,0,0,0,0,1,0,0,0,6.299994,1.6760148,1.0368564,3.451731,1.418585
316.61,1,0,3,6,13,28,3,0,0,0,0,0,2,0,0,0,8.058046,2.1110868,0.729844,2.6801412,0.7334314
316.61,1,0,3,4,13,28,3,0,0,0,0,0,2,0,0,0,8.09762,1.9994338,0.67322636,2.442643,0.47675404
288.6,1,1,3,7,12,28,2,0,0,0,0,0,2,0,0,0,7.7416735,2.3783262,0.51591027,3.4762194,-0.213147
284.57,1,1,3,4,12,24,2,0,0,0,0,0,4,0,0,0,7.482424,2.0362659,0.36448222,3.1961453,0.7081608
342.65,1,0,3,3,15,30,3,0,0,0,0,0,3,0,0,0,8.59583,2.1175296,0.6416909,2.3231363,0.96334636
342.65,1,0,3,6,15,30,3,0,0,0,0,0,3,0,0,0,8.567259,2.2438617,0.61447924,2.7264817,0.21365702
273.53,1,0,3,4,10,21,3,0,0,0,0,0,2,0,0,0,6.7788453,1.6183759,0.51304495,3.4626083,0.084289886
296.58,1,1,3,3,13,24,2,0,0,0,0,0,5,0,0,0,7.7069316,2.0345473,0.20614393,3.013383,0.068271466
260.51,1,0,3,4,9,20,3,0,0,0,0,0,2,0,0,0,6.5391893,1.5538598,0.75267524,3.4387262,0.57190347
344.66,1,0,4,4,12,24,4,0,0,0,0,0,4,0,0,0,7.6938887,2.002917,0.023010418,3.5470507,0.42832762
320.63,1,0,4,6,10,24,4,0,0,0,0,0,2,0,0,0,7.1824093,1.9058443,0.4655113,3.5245855,0.7006205
308.62,1,0,4,7,9,24,4,0,0,0,0,0,1,0,0,0,6.78774,1.8550308,1.0310106,3.6177974,0.5743629
392.7,1,0,4,0,16,24,4,0,0,0,0,0,8,0,0,0,8.638702,2.010252,0.2622017,2.1343803,0.65259856
368.68,1,0,4,2,14,24,4,0,0,0,0,0,6,0,0,0,8.077757,2.039767,0.10099617,2.718573,0.8031914
356.67,1,0,4,3,13,24,4,0,0,0,0,0,5,0,0,0,7.8816223,2.021798,0.080614276,3.3480067,0.8866792
330.63,1,0,4,3,11,22,4,0,0,0,0,0,4,0,0,0,7.277446,1.8049128,0.37123433,3.0920794,0.84821343
380.69,1,0,4,1,15,24,4,0,0,0,0,0,7,0,0,0,8.345945,2.0727797,0.25826705,3.0688453,-0.5487163
332.65,1,0,4,5,11,24,4,0,0,0,0,0,3,0,0,0,7.470536,1.9711525,0.5702357,2.98785,0.59071356
406.8,1,0,4,7,16,38,4,0,0,0,0,0,1,0,0,0,9.4825115,2.9995954,0.8959413,1.5449588,0.7306044
322.65,1,0,4,7,10,26,4,0,0,0,0,0,1,0,0,0,7.0608854,1.878332,0.9034209,3.789801,0.4563232
360.7,1,0,4,5,13,28,4,0,0,0,0,0,3,0,0,0,8.069327,2.195961,0.40168685,3.0328226,0.4472479
400.76,1,0,4,4,16,32,4,0,0,0,0,0,4,0,0,0,8.984224,2.3145933,0.49259934,2.5643764,0.63224006
320.63,1,0,4,6,10,24,4,0,0,0,0,0,2,0,0,0,7.1824093,1.9058443,0.7675195,3.2748313,0.08421514
346.67,1,0,4,5,12,26,4,0,0,0,0,0,3,0,0,0,7.818403,2.1016276,0.63066626,3.1815462,0.5056531
404.79,1,0,4,6,16,36,4,0,0,0,0,0,2,0,0,0,9.494331,2.8527927,0.48285556,2.0434737,0.25297165
430.82,1,0,5,5,15,30,5,0,0,0,0,0,5,0,0,0,8.575277,2.3162599,0.17903985,2.5638068,0.5755506
390.76,1,0,5,4,12,26,5,0,0,0,0,0,4,2,0,0,7.7484493,2.1360672,-0.11554446,3.2611845,0.3763808
478.9,1,0,5,1,19,30,5,0,0,0,0,0,9,0,0,0,9.974609,2.1273859,-0.15644315,0.6992921,-0.9920707
466.9,1,0,5,2,18,30,5,0,0,0,0,0,8,0,0,0,9.676141,2.1412706,0.12670709,1.0992476,-1.3076721
350.69,1,0,5,3,9,22,5,0,0,0,0,0,3,4,0,0,6.2761164,1.9338984,-0.416521,3.1423373,1.1766088
501.0,1,0,5,5,20,40,5,0,0,0,0,0,5,0,0,0,10.918528,2.8349276,-0.124249965,0.893836,-0.34098625
382.78,1,0,5,9,11,30,5,0,0,0,0,0,1,0,0,0,8.117169,2.6383038,0.43448162,3.2543871,0.8922637
394.79,1,0,5,8,12,30,5,0,0,0,0,0,2,0,0,0,8.158579,2.527897,0.37331405,3.1778305,0.10977035
490.9,1,0,5,0,20,30,5,0,0,0,0,0,10,0,0,0,10.262271,2.0996304,0.072506435,1.665006,-0.5921013
322.69,1,1,4,9,11,30,3,0,0,0,0,0,1,0,0,0,8.025021,2.8449197,1.0673677,3.5017262,0.20792028
420.87,1,1,5,9,15,36,4,0,0,0,0,0,3,0,0,0,9.38466,3.5401876,0.6624986,2.059007,0.015883802
248.54,1,1,3,7,9,24,2,0,0,0,0,0,1,0,0,0,6.664604,2.233721,0.9503709,3.5573213,-0.35198602
468.53,1,0,3,3,12,21,3,9,0,0,0,0,0,0,0,0,8.773838,4.663068,1.7873292,2.9786518,0.7075402
564.58,1,0,3,3,15,24,3,12,0,0,0,0,0,0,0,0,10.392299,5.8271375,1.6915425,1.3325348,0.29804376
440.48,1,0,3,1,10,17,3,9,0,0,0,0,0,2,0,0,7.9861784,4.4026666,1.0619603,4.073442,-0.42367214
318.51,1,0,3,4,9,21,3,3,0,0,0,0,0,0,0,0,6.6004486,2.5600798,1.8910537,3.2767954,1.2915925
834.44,1,0,3,3,15,9,3,27,0,0,0,0,0,0,0,0,12.741859,9.950814,1.9091239,0.2650495,3.5383658
510.61,1,0,3,0,15,27,3,9,0,0,0,0,0,0,0,0,10.206723,5.0931745,1.7597102,0.871536,-0.48296013
468.53,1,0,3,0,12,21,3,9,0,0,0,0,0,3,0,0,8.5387745,4.6903763,-0.12054549,2.1760073,-1.2243023
388.48,1,0,3,3,9,18,4,6,0,0,0,0,0,1,0,0,6.911674,3.2661338,1.8161114,3.490794,-0.9850315
426.45,1,0,3,3,9,15,3,9,0,0,0,0,0,3,0,0,7.88393,4.521095,0.6197094,3.4265592,0.21627098
714.6,1,0,3,0,18,24,3,18,0,0,0,0,0,0,0,0,12.65031,7.8129325,1.6027259,0.19202344,-1.6777357
304.48,1,0,3,5,8,19,3,3,0,0,0,0,0,0,0,0,6.457854,2.5535746,1.9983267,3.7223117,1.0289187
400.58,1,1,3,6,12,26,2,6,0,0,0,0,0,0,0,0,8.713852,4.454903,1.7421074,2.4689543,0.60945696
386.51,1,0,3,4,10,20,3,6,0,0,0,0,0,0,0,0,7.8233795,3.7623641,1.6707228,3.531057,0.5580909
414.56,1,0,3,3,12,24,3,6,0,0,0,0,0,0,0,0,8.400169,3.947213,1.9136733,3.1715589,0.056813695
360.59,1,0,3,3,12,27,3,3,0,0,0,0,0,0,0,0,7.9278407,3.2130404,1.5284555,2.761027,0.76031303
454.51,1,0,3,5,11,19,3,9,0,0,0,0,0,0,0,0,8.559917,4.658635,2.2296343,3.3836606,0.81575906
918.6,1,0,3,3,21,21,3,27,0,0,0,0,0,0,0,0,14.804832,10.455858,1.5146005,0.19163509,2.4345806
318.51,1,0,3,5,9,21,3,3,0,0,0,0,0,0,0,0,6.678828,2.6614387,2.0514717,4.567914,0.76996607
541.72,1,1,4,6,15,30,3,9,0,0,0,0,0,0,0,0,10.25277,5.78932,0.8047909,0.56000197,-0.2629428
444.66,1,1,4,6,12,26,3,6,0,0,0,0,0,0,0,0,9.005671,4.6887417,0.12834117,1.5457442,2.0505457
318.55,1,1,3,7,10,25,2,3,0,0,0,0,0,0,0,0,7.436486,3.3030303,1.5231813,2.9814296,0.516718
474.73,1,1,4,8,14,32,3,6,0,0,0,0,0,0,0,0,9.530484,4.971987,1.9519372,2.2276542,0.3692577
336.6,1,1,4,5,8,23,3,3,0,0,0,0,0,4,0,0,6.812024,3.519472,-0.30166626,2.9319513,0.84969413
554.62,1,1,4,0,12,22,3,12,0,0,0,0,0,6,0,0,9.098634,5.76736,-0.13322899,2.509174,-0.3034911
610.73,1,1,4,4,16,30,3,12,0,0,0,0,0,2,0,0,11.49551,6.82684,-0.060270227,0.5072199,0.14157073
454.55,1,1,3,3,12,23,2,9,0,0,0,0,0,2,0,0,8.866393,5.115256,-0.069376945,2.0266914,0.56055653
350.63,1,1,4,6,9,25,3,3,0,0,0,0,0,3,0,0,7.4762554,3.7033446,-0.1516567,3.2493508,0.7216435
474.73,1,1,4,8,14,32,3,6,0,0,0,0,0,0,0,0,9.530484,4.971987,2.0137944,2.7931855,-0.10641558
446.68,1,1,4,4,12,28,3,6,0,0,0,0,0,2,0,0,8.920319,4.72515,-0.15125754,2.8743892,1.1559803
364.65,1,1,4,6,10,27,3,3,0,0,0,0,0,3,0,0,7.8541684,3.8513634,-0.001233934,3.2844634,0.9148774
304.53,1,1,3,6,9,23,2,3,0,0,0,0,0,1,0,0,7.110494,3.28644,0.31313226,3.8150704,0.23302983
610.73,1,1,4,4,16,30,3,12,0,0,0,0,0,2,0,0,11.49551,6.82684,0.41611856,0.77876014,-0.14622597
500.65,1,1,4,3,12,25,3,9,0,0,0,0,0,4,0,0,9.052264,5.3958507,-0.20497699,1.9936744,1.1401919
462.42,1,1,2,0,12,18,1,12,0,0,0,0,0,2,0,0,8.745102,5.3007307,-0.11734536,2.9003186,1.42944
446.68,1,1,4,6,12,28,3,6,0,0,0,0,0,2,0,0,9.087083,4.8776536,-0.028993618,2.0441372,0.37072334
542.73,1,1,4,6,15,31,3,9,0,0,0,0,0,1,0,0,10.49812,5.928246,0.3462263,1.2911078,0.97550833
358.5,1,1,3,3,9,20,2,6,0,0,0,0,0,3,0,0,7.508834,4.089905,-0.015470419,3.5690022,0.089109376
454.55,1,1,3,3,12,23,2,9,0,0,0,0,0,2,0,0,8.866393,5.115256,0.00960629,2.47958,0.358014
298.37,1,1,2,2,8,16,1,6,0,0,0,0,0,1,0,0,6.5739255,3.4501922,0.20782366,3.5690098,-0.08723699
340.51,1,1,3,6,9,21,2,5,0,0,0,0,0,1,0,0,7.6383576,3.9505014,0.9712046,3.3390322,1.460806
394.42,1,1,2,2,11,19,1,9,0,0,0,0,0,1,0,0,8.078371,4.5478168,0.37006,3.139508,0.49714434
378.68,1,1,4,8,11,29,3,3,0,0,0,0,0,3,0,0,8.555256,4.18378,-0.12272587,3.2476604,0.6395137
392.71,1,1,4,9,12,31,3,3,0,0,0,0,0,0,0,0,8.8745165,4.0975685,1.9645251,2.8591156,-0.62454903
350.63,1,1,4,6,9,25,3,3,0,0,0,0,0,0,0,0,7.500539,3.4472473,-0.19519097,3.4050145,0.11648062
426.44,1,1,2,4,12,20,1,10,0,0,0,0,0,0,0,0,8.524429,4.826947,1.5292695,2.7917104,-0.069372624
318.55,1,1,3,7,10,25,2,3,0,0,0,0,0,0,0,0,7.436486,3.3030303,1.9374101,3.4347284,0.18802184
646.7,1,1,3,3,18,29,2,15,0,0,0,0,0,0,0,0,12.028685,7.225686,1.5720836,-0.133752,1.5087515
326.43,1,1,2,4,10,20,1,6,0,0,0,0,0,0,0,0,7.4138803,3.7084265,1.642421,2.9437664,-0.3310405
312.4,1,1,2,3,9,18,1,6,0,0,0,0,0,1,0,0,7.1692424,3.6937923,0.24865592,3.3888156,1.0659647
500.65,1,1,4,6,12,25,3,9,0,0,0,0,0,1,0,0,9.478155,5.54393,-0.35592842,2.168374,0.5518106
300.56,1,1,3,6,10,26,2,2,0,0,0,0,0,3,0,0,7.113472,3.15153,-0.07918791,3.1295912,0.61082757
258.48,1,1,3,4,7,20,2,2,0,0,0,0,0,0,0,0,5.9562435,2.5039608,0.36661518,3.3075886,0.36888924
470.55,1,1,3,3,12,23,3,9,0,0,0,0,0,2,0,0,8.381502,4.7504005,0.15254037,3.2539408,0.64148086
318.55,1,1,3,7,10,25,2,3,0,0,0,0,0,0,0,0,7.436486,3.3030303,2.0597863,3.7672954,-0.48557094
303.52,1,1,3,6,9,22,2,3,0,0,0,0,0,0,0,0,6.964612,3.072868,0.2996822,4.047679,-0.1588277
377.67,1,1,4,8,11,28,3,3,0,0,0,0,0,0,0,0,8.456917,3.8961456,0.32292435,3.666077,-0.04851458
468.53,1,0,3,0,12,21,3,9,0,0,0,0,0,0,0,0,8.704551,4.487637,1.7671316,2.9719534,0.59521747
568.61,1,0,4,4,12,20,4,12,0,0,0,0,0,0,0,0,9.707629,5.7826753,2.213255,2.1942577,1.103936
624.71,1,0,4,4,16,28,4,12,0,0,0,0,0,0,0,0,11.201104,6.278369,2.108588,0.42130533,0.3151683
378.64,1,0,4,7,10,25,4,3,0,0,0,0,0,0,0,0,7.8442693,3.4600556,2.141109,3.2775261,0.023952397
542.69,1,0,4,5,14,27,4,9,0,0,0,0,0,0,0,0,9.983086,5.287107,2.126723,2.0966153,0.9177899
528.66,1,0,4,4,13,25,4,9,0,0,0,0,0,1,0,0,9.514376,5.1483994,0.39733446,1.6846522,1.3906655
496.64,1,0,4,6,12,24,4,8,0,0,0,0,0,0,0,0,9.049336,4.778878,1.8146484,3.0958393,0.9468619
460.66,1,0,4,6,12,26,4,6,0,0,0,0,0,0,0,0,8.754693,4.3153872,1.7511829,3.0500917,-0.65501606
514.63,1,0,4,3,12,23,4,9,0,0,0,0,0,2,0,0,9.0280075,5.024551,0.2662922,2.6249535,0.5965749
392.66,1,0,4,7,11,27,4,3,0,0,0,0,0,0,0,0,8.146606,3.598531,1.964047,3.1579313,-0.06061969
570.74,1,0,4,4,16,31,4,9,0,0,0,0,0,0,0,0,10.635305,5.3945794,1.5539044,1.3653144,1.7995757
584.8,1,0,4,4,17,33,4,9,0,0,0,0,0,0,0,0,10.871834,5.452245,1.6784908,1.3709389,-0.6200432
840.6,1,0,4,0,16,16,4,24,0,0,0,0,0,0,0,0,13.589433,9.746603,2.32605,0.58305913,2.44799
424.68,1,0,4,4,12,28,4,4,0,0,0,0,0,0,0,0,8.563003,3.8158581,1.7166563,2.6611967,4.811633
512.62,1,0,4,3,12,21,4,9,0,0,0,0,0,0,0,0,9.073014,4.890362,1.8786787,3.059487,0.86469895
710.76,1,0,5,5,15,25,5,15,0,0,0,0,0,0,0,0,11.861494,7.3794107,2.4182308,0.6212111,1.0359675
780.9,1,0,5,5,20,35,5,15,0,0,0,0,0,0,0,0,12.911678,7.6074643,1.5805256,0.53190386,2.7036376
