RMM,C0/Si1,C/L,Si,Methyl,C,H,O,F,N,Cl,Br,Ben,C=C,H-,C=O,C-O,0,1,0,1,2
351.7,0,1,3,9,14,37,3,0,1,0,0,0,0,0,0,3,3.9597085,-1.7577868,0.14648499,2.8400455,0.102426544
305.6,0,1,2,7,14,35,2,0,1,0,0,0,0,0,0,2,3.9843338,-1.7956667,0.42801884,2.6688123,1.4309512
307.58,1,1,2,7,13,33,3,0,1,0,0,0,0,0,0,2,4.1912494,-3.6521237,0.67553455,3.83706,0.100006536
385.7,0,0,3,10,17,35,3,0,1,0,0,1,0,0,0,3,5.8864727,-2.253772,0.32247674,3.9435563,0.47850204
384.7,0,0,3,10,17,36,2,0,2,0,0,1,0,0,0,2,5.8129864,-2.3789418,0.72839344,3.362374,0.38739836
297.54,0,0,2,8,14,27,2,0,1,0,0,1,0,0,0,2,5.4068813,-1.635115,1.1824342,3.7340024,-0.5537181
223.34,0,0,1,4,11,17,2,0,1,0,0,1,0,0,0,2,3.5927596,-3.5912268,1.1745867,1.21256,0.15932511
512.0,0,0,3,16,26,53,3,0,1,0,0,1,0,0,0,3,9.895442,-0.3583585,0.56784034,0.7724641,-0.4175871
396.7,0,0,2,11,20,40,2,0,2,0,0,1,0,0,0,2,5.908189,-4.127098,0.70507747,2.6631393,0.81853825
413.7,0,0,2,10,20,39,4,0,1,0,0,1,0,2,0,4,5.6685457,-5.8361964,0.48055223,2.6460047,1.190763
281.42,1,1,1,6,14,23,3,0,1,0,0,1,0,0,0,3,3.6861465,-3.3711731,0.9489099,1.1188239,1.0854416
396.7,0,0,2,11,20,40,2,0,2,0,0,1,0,0,0,2,5.908189,-4.127098,0.7232352,3.0346293,0.25759935
482.7,1,1,3,6,18,26,8,0,2,0,0,2,0,0,0,0,6.517688,-3.7508216,1.6903405,3.4496808,-0.052806173
408.51,1,1,2,4,16,20,7,0,2,0,0,2,0,0,0,0,5.721253,-4.2275057,1.3885547,3.1022954,1.8965225
421.7,0,0,3,9,19,31,4,0,1,0,0,2,0,0,1,3,6.7923203,-1.892793,1.2206315,3.6699083,0.7266113
333.53,0,0,2,6,16,23,3,0,1,0,0,2,0,0,1,2,5.1027923,-3.9633484,0.9504,3.6904497,0.7272143
363.6,0,0,2,7,17,25,4,0,1,0,0,2,0,0,1,3,4.9549317,-4.2183423,1.0709549,3.7576313,0.7904824
417.7,0,0,2,10,22,35,3,0,1,0,0,2,0,0,1,2,7.6132917,-1.5774189,0.9762538,3.602582,0.48339286
547.9,0,0,3,15,28,49,4,0,1,0,0,2,0,0,1,3,10.129249,-1.3770633,0.26775312,0.8175813,-0.419538
317.5,0,0,1,6,17,23,3,0,1,0,0,2,0,0,1,2,4.80231,-4.568978,1.2341931,3.4727087,1.9173563
347.5,0,0,1,6,19,26,2,1,1,0,0,2,0,0,1,1,5.6455545,-4.5392356,1.0094738,3.1124587,1.4934981
249.57,1,1,3,9,9,27,1,0,1,0,0,0,0,0,0,1,5.5040846,0.5182661,0.8271336,3.7653823,0.66484445
321.75,1,1,4,11,12,35,1,0,1,0,0,0,0,0,0,1,7.053661,-0.001222372,0.9581207,3.49236,-0.011343152
613.2,0,0,6,18,24,60,6,0,0,0,0,0,0,0,0,6,7.7755966,0.061400052,0.51096064,3.1053433,-0.095976874
525.1,0,0,5,15,21,52,5,0,0,0,0,0,0,0,0,5,7.2736845,-0.12058425,0.3205271,3.6571198,0.050761048
436.9,0,0,4,12,18,44,4,0,0,0,0,0,0,0,0,4,6.743123,-0.21287012,0.29863906,3.5902948,-0.30998176
555.1,0,0,5,16,22,54,6,0,0,0,0,0,0,0,0,6,6.652315,-1.0244547,0.449544,4.3710318,-0.09909574
484.9,0,0,4,8,22,44,4,0,0,0,0,0,4,0,0,4,7.863493,-0.017712593,0.16500218,3.4212291,0.39874482
456.8,0,0,3,0,24,36,3,0,0,0,0,0,9,0,0,3,9.002311,-0.0676589,-0.062213644,3.4095528,-0.27797866
384.7,0,0,3,6,18,36,3,0,0,0,0,0,3,0,0,3,6.7229853,-0.17520118,0.34886405,3.4777668,1.0759828
581.0,0,0,4,0,30,44,4,0,0,0,0,0,12,0,0,4,10.400113,0.13699543,0.07946219,1.6319577,0.70400274
513.0,0,1,5,15,20,52,5,0,0,0,0,0,0,0,0,5,7.4402266,0.13668251,0.5195376,3.195174,0.3010488
615.3,0,1,6,18,24,62,6,0,0,0,0,0,0,0,0,6,8.405106,0.3134669,0.50962734,2.9196277,0.45277846
527.1,0,1,5,16,21,54,5,0,0,0,0,0,0,0,0,5,7.8717575,0.2896793,0.49263933,3.5023277,0.54253024
424.9,0,1,4,12,17,44,4,0,0,0,0,0,0,0,0,4,6.1975155,0.16792488,0.64306587,3.7704022,-0.02325509
699.4,0,1,6,18,30,74,6,0,0,0,0,0,0,0,0,4,11.771001,1.1921353,-0.024651226,0.36039576,1.4363505
270.27,1,1,1,3,10,11,1,5,0,0,0,1,0,0,0,1,4.53732,0.13731551,1.5702398,3.7484307,1.1880367
298.32,1,1,1,3,12,15,1,5,0,0,0,1,0,0,0,1,4.8935885,0.041834235,1.3508437,3.6180472,0.13158992
284.3,1,1,1,3,11,13,1,5,0,0,0,1,0,0,0,1,4.6866426,0.08449745,1.2166578,3.612041,1.1015049
256.24,1,1,1,3,9,9,1,5,0,0,0,1,0,0,0,1,4.4133224,0.22265446,1.9736477,3.5399501,0.63700014
282.28,1,1,1,2,11,11,1,5,0,0,0,1,1,0,0,1,4.603933,0.13070476,0.94273686,3.3667326,0.44590133
330.32,1,1,1,3,12,15,3,5,0,0,0,1,0,0,0,3,3.459292,-1.6979431,1.0198376,2.4212565,9.051066
304.26,1,1,1,2,10,10,2,6,0,0,0,1,0,0,0,2,3.85333,-0.5542867,1.169909,2.4776073,7.420862
452.32,1,1,1,2,16,10,2,10,0,0,0,2,0,0,0,2,5.217105,-2.729603,1.327467,4.2077093,0.46368793
362.31,1,1,1,3,13,13,2,7,0,0,0,1,1,0,0,2,4.4709573,-0.21022367,0.8869168,3.681377,0.7609674
288.24,1,1,1,3,9,9,3,5,0,0,0,1,0,0,0,3,2.6781757,-1.8169885,1.7292259,1.8788955,8.233917
366.28,1,1,1,2,12,10,2,8,0,0,0,1,1,0,0,2,4.3048143,-0.014402747,1.1578933,3.076908,1.5999154
320.71,1,1,1,2,10,10,2,5,0,1,0,1,0,0,0,2,3.918224,-0.5817168,1.3334225,2.641778,2.787159
326.33,1,1,1,2,13,15,2,5,0,0,0,1,1,0,0,2,4.4296055,-0.4712062,0.60430443,3.4039776,0.5108178
284.25,1,1,1,2,10,9,2,5,0,0,0,1,1,0,0,2,3.8133464,-0.4806744,1.0797414,3.1791065,0.42838708
354.49,0,0,2,6,14,22,2,4,0,0,0,1,0,0,0,2,6.920257,0.3737272,0.2826726,3.9160402,0.53892386
356.67,1,1,1,1,10,5,1,8,0,1,0,1,1,0,0,1,4.399819,0.069464564,1.3985295,3.0879214,1.1418539
344.66,1,1,1,1,9,5,1,8,0,1,0,1,0,0,0,1,4.282607,0.03991556,1.1757208,2.8734155,1.4723177
354.27,1,1,1,2,11,10,2,8,0,0,0,1,0,0,0,2,4.146688,-0.23636268,1.1387258,3.4198031,1.9417584
312.31,1,1,1,2,12,13,2,5,0,0,0,1,1,0,0,2,4.2484713,-0.47352183,0.8693081,3.8079615,0.3221611
320.71,1,1,1,2,10,10,2,5,0,1,0,1,0,0,0,2,3.918224,-0.5817168,1.2597873,2.7985053,3.7098668
424.26,1,1,1,1,14,6,2,10,0,0,0,2,0,1,0,2,4.760295,-3.5531788,1.2350715,3.2890315,0.44418222
328.35,1,1,1,3,13,17,2,5,0,0,0,1,0,0,0,2,4.480543,-0.52313554,1.2077318,3.4847517,0.67028946
474.6,0,0,2,6,18,30,6,4,0,0,0,1,0,0,0,6,4.142918,-5.570334,0.8661067,3.110755,0.657702
520.28,1,1,1,2,12,12,2,16,0,0,0,0,0,0,0,2,5.421191,3.3416665,1.8233856,2.927959,0.5043523
304.25,1,1,1,3,8,12,1,8,0,0,0,0,0,0,0,1,4.99542,2.4521048,2.6803932,3.248259,2.5435092
322.24,1,1,1,3,8,11,1,9,0,0,0,0,0,0,0,1,5.048559,2.6513965,2.8439796,3.4892533,0.616832
356.45,0,1,2,6,11,22,2,6,0,0,0,0,0,0,0,2,5.056351,1.4122177,2.3988018,3.4699621,-1.0415181
368.27,1,1,1,3,9,13,3,9,0,0,0,0,0,0,0,3,3.658596,0.58371735,1.8435217,2.591761,3.0451326
848.4,1,1,2,3,18,15,3,27,0,0,0,0,0,0,0,3,9.593784,6.631455,1.6317627,2.9354448,0.51218605
312.32,1,1,1,3,10,18,2,6,0,0,0,0,0,0,0,2,4.388054,0.8770008,1.8235935,3.064809,-0.061354388
250.28,1,1,1,3,8,15,1,5,0,0,0,0,0,0,0,1,4.7578077,1.6954483,1.3316109,3.2208762,1.2614218
350.59,1,0,4,7,8,21,4,3,0,0,0,0,0,0,0,0,7.0885835,2.9878223,2.267757,3.3685982,0.6513765
297.6,1,0,4,7,7,23,4,0,1,0,0,0,0,0,0,0,5.103223,0.14898491,2.260237,3.6601524,-1.1267676
770.4,0,0,6,15,34,67,7,0,1,0,0,1,1,0,1,6,10.041185,-5.6107244,0.0206663,1.5981265,0.7532776
698.2,0,0,5,12,31,59,7,0,1,0,0,1,1,0,1,6,8.25233,-7.0860906,0.28047445,3.287978,0.13869567
303.22,0,1,1,3,11,15,3,0,0,0,1,0,0,0,0,0,4.0728955,-1.315739,1.4692413,3.0872588,0.66867334
361.48,1,0,4,7,7,21,4,0,0,0,1,1,0,0,1,2,6.3696647,1.7062075,2.4249215,3.9570308,-1.6953968
426.35,1,0,4,6,6,18,4,0,0,0,2,0,0,0,0,0,6.3620214,1.247936,2.4612262,3.3563368,-0.30923262
291.23,1,1,1,4,11,16,1,1,0,0,1,1,0,0,0,1,5.363751,0.15626085,1.638112,3.429641,0.69514483
289.22,1,1,1,2,11,14,1,1,0,0,1,1,1,0,0,1,5.1284595,0.047379255,1.1859559,3.71719,0.87018883
347.34,1,1,1,3,15,24,1,1,0,0,1,1,0,0,0,1,6.591968,-0.48580992,1.4089121,3.5327907,0.7567427
305.26,1,1,1,3,12,18,1,1,0,0,1,1,0,0,0,1,5.699989,0.1002295,1.5766226,3.4779823,0.36451447
415.2,1,1,1,2,14,9,1,6,0,0,1,2,0,0,0,1,6.5319514,-0.6474434,1.8327962,4.02833,-0.3787325
332.06,1,1,1,2,9,10,1,1,0,2,1,1,0,0,0,1,4.73368,-0.4532193,1.5874408,3.397097,1.683958
245.19,1,1,1,3,9,13,1,0,0,0,1,1,0,0,0,1,4.6555824,-0.038614154,1.5496253,3.6543334,0.7937127
287.27,1,1,1,5,12,19,1,0,0,0,1,1,0,0,0,1,5.9946003,0.19191813,1.4377236,3.7005503,0.4169342
279.63,1,1,1,2,9,12,1,0,0,1,1,1,0,0,0,1,4.578259,-0.25243628,1.2192466,3.7254884,0.920939
271.22,1,1,1,2,11,15,1,0,0,0,1,1,1,0,0,1,5.0709066,0.0040705204,0.9133914,3.3805633,0.11053153
366.16,1,1,1,5,12,18,1,0,0,0,2,1,0,0,0,1,6.351773,-0.55520225,2.0658638,4.2301908,-1.766433
323.25,1,1,1,5,12,17,1,2,0,0,1,1,0,0,0,1,6.1981916,0.10588181,1.619894,3.7931254,0.0058855442
320.17,1,1,2,4,6,16,1,0,0,0,2,0,0,0,0,0,6.060187,0.50162745,2.4593377,3.8850946,-0.35516497
468.48,1,1,4,8,10,28,3,0,0,0,2,0,0,0,0,0,7.6020923,1.7931808,2.257117,3.0013933,0.9047605
440.42,1,1,4,8,8,24,3,0,0,0,2,0,0,0,0,0,7.0788517,1.9153161,2.6011157,2.7469618,-0.39201677
315.43,1,1,3,7,8,23,2,0,0,0,1,0,0,0,0,0,6.529178,1.3600667,1.9271215,3.4941988,-0.3709106
621.52,1,1,5,9,12,33,4,0,0,0,3,0,0,0,0,0,8.871984,2.3449147,2.3931637,2.606946,0.5042258
361.53,1,1,4,7,8,25,3,0,0,0,1,0,0,2,0,0,6.9351854,1.9113071,0.3908943,4.008377,-0.45903188
334.36,0,0,2,6,10,20,1,0,3,0,1,1,0,0,0,1,4.4142904,-2.3081188,2.2858584,2.6792595,-0.2652619
289.24,0,0,1,6,10,17,1,0,2,0,1,1,0,0,0,1,4.377142,-2.2128325,2.309249,3.3346684,4.1015973
550.5,1,1,3,6,18,26,4,0,0,0,2,2,0,0,0,2,8.895563,-0.033559084,0.93144834,2.9293015,0.06822383
476.3,1,1,2,4,16,20,3,0,0,0,2,2,0,0,0,2,6.8484893,-0.5947076,0.6502198,3.7428768,-0.15164396
303.27,1,1,1,3,12,19,2,0,0,0,1,1,0,0,0,2,4.57445,-0.3729068,1.1964664,3.6841385,1.9074035
402.15,1,1,1,2,14,14,2,0,0,0,2,2,0,0,0,2,6.286585,-0.7415407,0.96683395,3.4949257,-0.0339875
444.2,1,1,1,2,17,20,2,0,0,0,2,2,0,0,0,2,6.5227995,-0.76051104,1.0123322,3.5827076,0.99512947
391.18,1,0,5,9,9,27,5,0,0,1,0,0,0,0,0,0,7.5514355,2.0343883,2.379748,3.6613188,0.9165982
411.6,1,0,5,8,8,24,5,0,0,2,0,0,0,0,0,0,7.3823547,1.8692143,2.527647,3.2403305,0.56719124
425.67,1,1,5,10,10,30,4,0,0,2,0,0,0,0,0,0,8.327678,2.724619,2.167264,2.8575077,0.59338033
485.75,1,0,6,10,10,30,6,0,0,2,0,0,0,0,0,0,8.222124,2.3822887,1.9274985,2.6901894,0.65339595
446.1,1,1,5,9,9,27,4,0,0,3,0,0,0,0,0,0,8.089141,2.4766684,2.1584027,2.5470154,1.5593827
410.64,1,1,5,9,9,27,4,0,0,2,0,0,0,0,0,0,8.003441,2.4647148,1.0850847,2.7202108,2.790729
529.84,1,0,7,10,10,30,7,0,0,2,0,0,0,0,0,0,8.328807,2.445197,2.2628255,2.3409064,0.2576977
351.52,1,1,4,8,8,24,3,0,0,2,0,0,0,0,0,0,7.3075886,1.9833101,2.1453881,3.2420702,0.7819686
277.36,1,1,3,6,6,18,2,0,0,2,0,0,0,0,0,0,6.397927,1.5276654,2.4758387,3.3644233,0.58278364
499.8,1,1,6,12,12,36,5,0,0,2,0,0,0,0,0,0,9.694677,3.4541082,2.0838084,1.2399936,0.012150492
331.1,1,1,4,9,9,27,3,0,0,1,0,0,0,0,0,0,7.3968067,2.299741,2.4828892,3.3672154,0.17241466
316.07,1,1,4,8,8,25,3,0,0,1,0,0,0,1,0,0,7.049135,2.300619,0.38207328,3.221967,0.43772444
405.25,1,1,5,11,11,33,4,0,0,1,0,0,0,0,0,0,8.770241,3.2261562,2.3593488,2.1347883,0.7202694
479.41,1,1,6,13,13,39,5,0,0,1,0,0,0,0,0,0,9.410191,3.8962243,1.8560978,2.4946241,0.6803565
553.6,1,1,7,15,15,45,6,0,0,1,0,0,0,0,0,0,10.274383,4.437099,2.3409145,0.6254628,3.3938363
483.8,1,0,6,10,11,32,5,0,0,2,0,0,0,0,0,0,8.399948,2.5037534,2.0672748,2.917977,-0.69146675
540.7,1,1,6,10,10,30,5,0,0,4,0,0,0,0,0,0,8.82282,2.8261263,2.0076714,1.8600897,-0.831984
648.1,1,1,8,16,16,48,7,0,0,2,0,0,0,0,0,0,11.947201,4.4594293,1.9014426,0.56384355,0.05051633
574.0,1,1,7,14,14,42,6,0,0,2,0,0,0,0,0,0,10.856749,3.9306567,1.8420521,0.77269614,0.9081058
466.5,1,1,5,8,8,24,4,0,0,4,0,0,0,0,0,0,7.741501,2.1953566,2.0501206,2.6892962,0.97029066
485.75,1,0,6,10,10,30,6,0,0,2,0,0,0,0,0,0,8.222124,2.3822887,1.8770298,3.0731428,1.6713554
409.67,1,1,5,10,10,30,3,0,0,2,0,0,0,0,0,0,8.358122,2.7521026,2.1212075,2.5501213,-0.2716791
411.64,1,1,5,9,9,28,4,0,0,2,0,0,0,1,0,0,8.140295,2.6017041,0.89073145,2.9390156,0.8780404
371.9,1,1,4,7,7,21,3,0,0,3,0,0,0,0,0,0,7.0465574,1.7413033,2.5446458,3.1913323,-2.0028427
648.1,1,1,8,16,16,48,7,0,0,2,0,0,0,0,0,0,11.947201,4.4594293,2.1430156,-0.2623075,3.3193054
464.1,1,1,5,8,9,26,4,1,0,3,0,0,0,0,0,0,8.161152,2.5678046,2.039399,2.4615927,0.6555572
485.75,1,0,6,10,10,30,6,0,0,2,0,0,0,0,0,0,8.222124,2.3822887,2.3628294,2.315238,0.037547223
614.8,1,1,7,12,12,36,6,0,0,4,0,0,0,0,0,0,10.238366,3.1974013,2.2672493,1.3145739,-0.8634815
248.51,1,1,2,4,10,28,1,0,2,0,0,0,0,0,0,0,4.2699747,-4.6030455,0.55213374,3.1114755,1.5545993
353.75,1,1,4,9,12,35,3,0,1,0,0,0,0,0,0,0,7.010609,-0.17710197,0.75010926,4.0052686,0.15916637
322.67,1,1,3,6,12,34,2,0,2,0,0,0,0,0,0,0,5.1283345,-4.460913,0.6224017,3.8908353,0.7529991
279.6,1,1,3,7,10,29,2,0,1,0,0,0,0,0,0,0,6.105522,0.004297614,0.55133355,3.67835,0.27439728
205.44,1,1,2,5,8,23,1,0,1,0,0,0,0,0,0,0,4.2033305,-0.7033907,0.64980006,3.6893284,0.23449658
276.57,1,1,2,4,12,32,1,0,2,0,0,0,0,0,0,0,4.932173,-4.966186,0.5481297,3.3084695,0.63324195
502.1,1,1,6,13,16,47,5,0,1,0,0,0,0,0,0,0,9.273553,0.80868495,0.8500878,2.5613508,-0.12798773
427.9,1,1,5,11,14,41,4,0,1,0,0,0,0,0,0,0,8.103247,0.08728337,0.807259,3.4037535,-0.46869797
248.51,1,1,2,4,10,28,1,0,2,0,0,0,0,0,0,0,4.2699747,-4.6030455,0.26064965,3.505406,0.4791113
220.46,1,1,2,4,8,24,1,0,2,0,0,0,0,0,0,0,3.6802397,-3.8793066,0.44144163,2.819405,3.460547
321.68,1,1,3,6,13,35,2,0,1,0,0,0,0,0,0,0,6.872124,-0.2576648,0.71189636,3.9159553,0.35230637
413.73,1,1,3,2,14,39,5,0,3,0,0,0,0,0,0,3,4.0126567,-8.488045,0.392755,2.7527988,0.3957995
220.46,1,1,2,0,8,24,1,0,2,0,0,0,0,4,0,0,3.4371994,-4.2228475,-0.25327116,2.4624312,3.7161856
266.56,1,1,3,2,8,26,2,0,2,0,0,0,0,4,0,0,3.6173086,-3.5460165,-0.10377765,2.753958,0.31164113
339.72,1,1,4,8,11,33,3,0,1,0,0,0,0,1,0,0,6.803815,-0.16443121,0.10466563,3.6750176,0.31928402
237.52,1,1,3,0,7,23,2,0,1,0,0,0,0,3,0,0,3.5671933,-1.4296668,-0.0755805,3.2154083,-0.2710609
411.83,1,1,4,5,14,41,3,0,3,0,0,0,0,2,0,0,5.3967605,-6.4810925,-0.1898952,3.5626478,1.2634102
693.4,1,1,8,16,22,64,7,0,2,0,0,0,0,0,0,0,11.591775,-1.2307452,0.4183229,0.4934029,0.7679245
619.3,1,1,7,14,20,58,6,0,2,0,0,0,0,0,0,0,10.656223,-2.3308086,0.55836135,0.8559759,0.26649392
545.1,1,1,6,12,18,52,5,0,2,0,0,0,0,0,0,0,9.392106,-2.8725379,0.5941888,2.0247881,0.54933226
483.0,1,1,4,6,18,50,3,0,4,0,0,0,0,0,0,0,5.7105603,-8.498269,0.12496094,4.15726,0.23445648
471.0,1,1,5,10,16,46,4,0,2,0,0,0,0,0,0,0,8.043356,-2.263893,0.6411443,3.8846288,0.06508729
439.9,1,1,4,7,16,45,3,0,3,0,0,0,0,0,0,0,5.9211025,-6.4519043,0.13576688,3.7671301,-0.44950762
396.82,1,1,4,8,14,40,3,0,2,0,0,0,0,0,0,0,6.62537,-1.6354584,0.44516745,4.162513,1.6090069
382.79,1,1,4,9,13,38,3,0,2,0,0,0,0,0,0,0,6.605288,-0.9205674,0.289478,3.6174679,0.8451018
367.78,1,1,4,9,13,37,3,0,1,0,0,0,0,0,0,0,7.1890836,-0.15115964,0.869135,3.2830648,0.45569238
365.73,1,1,3,5,14,39,2,0,3,0,0,0,0,0,0,0,5.184981,-6.5490646,0.1991253,3.8386889,1.3398614
351.66,1,0,3,3,12,33,3,0,3,0,0,0,0,0,0,0,4.687874,-7.9552503,0.6694541,3.8607566,0.10472424
351.66,1,0,3,0,12,33,3,0,3,0,0,0,0,3,0,0,4.483678,-8.1757145,-0.2878008,2.6691768,0.3434048
368.77,1,1,4,6,12,36,3,0,2,0,0,0,0,0,0,0,5.2494235,-4.3130484,0.15365776,3.9416366,0.17333496
468.9,1,0,4,4,16,44,4,0,4,0,0,0,0,0,0,0,4.980536,-10.059133,0.20090291,3.9471633,0.8176955
703.3,1,0,6,6,24,66,6,0,6,0,0,0,0,0,0,0,5.6591153,-14.188607,-0.6237843,3.7586465,0.07732959
412.78,1,0,4,4,12,36,4,0,4,0,0,0,0,0,0,0,4.484862,-9.343487,-0.12560631,3.426863,0.4693596
268.53,1,1,3,5,11,22,2,0,0,0,0,1,0,2,0,0,6.403213,0.6651921,-0.067738555,3.076925,1.0215153
372.71,1,1,4,6,14,30,4,0,0,0,0,1,0,2,0,1,6.820038,-0.33126462,-0.20429434,3.5977187,-0.45007944
298.6,1,1,3,7,13,26,2,0,0,0,0,1,0,0,0,0,6.904714,0.33127677,1.961499,2.9715023,0.9182009
284.57,1,1,3,6,12,23,2,0,0,0,0,1,0,1,0,0,6.636189,0.50118756,0.49258852,3.4120562,0.69567394
314.6,1,1,3,7,13,26,3,0,0,0,0,1,0,0,0,1,6.3818135,-0.18324065,1.1394391,3.6874783,0.6802786
340.68,1,1,3,9,16,32,2,0,0,0,0,1,0,0,0,0,8.622176,0.9180082,1.8064255,2.8223374,-0.29371372
330.67,1,1,4,6,12,23,3,0,0,0,0,1,0,3,0,0,6.848585,0.49332154,-0.037928108,3.2966852,0.21582028
298.6,1,1,3,7,13,26,2,0,0,0,0,1,0,0,0,0,6.904714,0.33127677,1.8363233,3.8484795,0.26900977
438.8,1,1,4,6,18,30,5,0,0,0,0,2,0,2,0,0,6.834687,-2.6783674,1.7346394,3.598528,0.30057773
594.9,1,0,3,0,36,30,3,0,0,0,0,6,0,0,0,0,10.835079,-1.8495469,1.3116937,0.7694574,1.0408876
286.51,1,1,2,4,16,22,1,0,0,0,0,2,0,0,0,0,6.8947635,-0.26088166,1.550934,3.43278,1.1021377
420.8,1,0,4,6,18,28,4,0,0,0,0,2,0,0,0,0,8.68849,0.35597456,1.6543438,2.7353146,1.8524125
332.6,1,1,3,4,16,24,2,0,0,0,0,2,0,2,0,0,7.2345815,-0.17950523,-0.37966824,2.7725534,1.1618841
284.53,1,0,3,5,11,20,3,0,0,0,0,1,0,0,0,0,6.601064,0.7993705,1.7089152,6.711699,-0.4609964
482.8,1,0,4,5,23,30,4,0,0,0,0,3,0,0,0,0,9.63648,-0.3562771,1.6551158,0.7514298,-0.9354693
302.51,1,1,2,4,16,22,2,0,0,0,0,2,0,0,0,1,6.357244,-0.7578038,1.7566967,3.5254412,-0.44490877
360.7,1,1,3,6,18,28,2,0,0,0,0,2,0,0,0,0,8.5013685,0.40546668,1.7389501,2.381903,0.48224553
346.6,1,0,3,4,16,22,3,0,0,0,0,2,0,0,0,0,7.887362,0.21246564,1.7877325,2.8671186,0.11945043
571.0,1,1,5,9,27,42,4,0,0,0,0,3,0,0,0,0,12.028622,0.38329375,1.4337643,0.6146894,2.8279321
376.7,1,1,4,7,13,28,5,0,0,0,0,1,0,2,0,0,5.2646194,-3.6277227,1.8425303,3.1993263,-0.5596346
484.8,1,1,3,4,28,32,2,0,0,0,0,4,0,0,0,0,10.529257,-0.88972557,1.4514157,0.91170585,-0.058696512
408.7,1,0,3,3,21,24,3,0,0,0,0,3,0,0,0,0,8.77034,-0.23535953,1.534573,2.0839891,0.83924145
410.7,1,1,2,2,26,26,1,0,0,0,0,4,0,0,0,0,9.700944,-0.87554383,1.4227533,1.1699193,0.17387906
470.7,1,0,3,2,26,26,3,0,0,0,0,4,0,0,0,0,9.640885,-1.0368751,1.4723867,0.50143015,1.4077014
583.1,1,1,6,12,24,46,5,0,0,0,0,2,0,0,0,0,12.217977,1.2074704,1.6733619,0.6576291,-1.3762622
527.0,1,1,6,8,20,38,5,0,0,0,0,2,0,4,0,0,10.395164,0.62825096,-0.26252615,2.8432264,0.87828624
348.6,1,1,2,3,21,24,1,0,0,0,0,3,0,0,0,0,8.530517,-0.063944936,1.5629014,2.2040315,0.10044388
358.68,1,0,4,7,13,26,4,0,0,0,0,1,0,0,0,0,8.003616,0.6436361,1.6894515,5.458247,-0.86365634
544.9,1,0,4,4,28,32,4,0,0,0,0,4,0,0,0,0,10.336706,-0.97037965,1.2442887,1.0911796,0.82290596
344.66,1,0,4,6,12,24,4,0,0,0,0,1,0,1,0,0,7.4461193,0.63948584,0.12882623,3.4086835,0.61976194
494.9,1,0,5,8,20,34,5,0,0,0,0,2,0,0,0,0,9.718512,0.42840135,1.512061,1.5001757,0.48736972
434.8,1,1,4,8,20,34,3,0,0,0,0,2,0,0,0,0,9.726908,0.80101204,1.7659411,1.5785304,-0.92896247
583.1,1,1,6,12,24,46,5,0,0,0,0,2,0,0,0,0,12.217977,1.2074704,1.6854044,0.5920224,2.2531443
446.9,1,1,5,11,17,38,4,0,0,0,0,1,0,0,0,0,9.457228,2.138567,2.0717587,1.4187329,1.2143973
422.7,1,1,3,5,23,30,2,0,0,0,0,3,0,0,0,0,9.707677,-0.05537796,1.5795416,1.9376421,2.3984199
559.0,1,1,4,6,30,38,3,0,0,0,0,4,0,0,0,0,11.52421,-0.5251794,1.2596396,0.15663509,0.0011039219
484.8,1,1,3,4,28,32,2,0,0,0,0,4,0,0,0,0,10.529257,-0.88972557,1.5890543,0.8930481,0.69998205
366.6,1,0,3,0,18,18,3,0,0,0,0,3,0,3,0,0,7.3967185,-2.6366465,-0.072266236,2.1146154,1.452817
450.7,1,0,3,0,24,30,0,0,0,0,0,3,0,0,0,0,10.202278,-0.0733881,1.3516032,1.1568049,-0.031770233
546.9,1,1,3,3,33,34,2,0,0,0,0,4,0,0,0,0,11.140607,-0.9308903,1.4441503,0.9737044,0.50788724
346.6,1,0,3,4,16,22,3,0,0,0,0,2,0,0,0,0,7.887362,0.21246564,1.7588216,2.8112936,0.9659867
693.2,1,0,6,8,32,44,6,0,0,0,0,4,0,0,0,0,11.951706,-0.49525487,1.4971733,-0.25367323,-0.36923903
484.8,1,1,3,4,28,32,2,0,0,0,0,4,0,0,0,0,10.529257,-0.88972557,1.561946,0.6014312,0.38970774
557.0,1,0,5,7,25,36,5,0,0,0,0,3,0,0,0,0,10.431368,-0.37072527,1.5597318,0.7290172,0.11416034
619.0,1,0,5,6,30,38,5,0,0,0,0,4,0,0,0,0,11.052525,-0.8258318,1.6260334,0.36767757,-0.827701
793.5,1,1,8,15,33,60,7,0,0,0,0,3,0,0,0,0,15.25664,2.0670683,1.505275,0.5924321,2.2219858
372.71,1,0,4,7,14,28,4,0,0,0,0,1,0,0,0,0,8.227329,0.66180897,1.5969266,3.2765381,0.34029886
372.75,1,1,4,9,15,32,3,0,0,0,0,1,0,0,0,0,8.525191,0.92361045,1.8004925,2.775578,0.8202218
224.45,1,1,2,5,11,20,1,0,0,0,0,1,0,0,0,0,6.136987,0.7304771,1.5488008,3.8170266,0.22218712
430.94,1,1,6,12,12,38,5,0,0,0,0,0,0,2,0,0,9.104924,4.1537414,0.09054456,2.2154796,0.72900915
523.14,1,1,8,12,12,42,7,0,0,0,0,0,0,6,0,0,9.621286,4.8529253,-0.26189947,2.3099437,1.0889033
370.81,1,1,5,11,11,34,4,0,0,0,0,0,0,1,0,0,8.670063,3.636511,0.48129788,3.4054196,0.47035396
